id_venta,fecha_venta,hora_venta,producto,categoria_producto,cantidad,precio_unitario,total_venta,local,canal_venta,cliente_frecuente,medio_pago,estado_inventario,margen_utilidad_porcentual,formalizado,tipo_turno,aporte_social,latitud,longitud
144,2024-10-11,18:00,Muffin,Panaderia,3,4200,12600,Fontibon,Presencial,Si,Nequi,"18 kg cafe, 4 litros leche",58.25,Si,Noche,0.5,4.68,-74.15
145,2024-07-27,09:00,Cafe Americano,Bebida Caliente,2,5000,10000,Fontibon,Presencial,No,Tarjeta Debito,"7 kg cafe, 6 litros leche",52.68,Si,Tarde,0.0,4.68,-74.15
146,2023-11-04,10:45,Latte,Bebida Caliente,2,6500,13000,Engativa,Presencial,No,Tarjeta Debito,"5 kg cafe, 10 litros leche",59.81,Si,Manana,0.0,4.7,-74.1
147,2023-01-24,06:15,Cafe Americano,Bebida Caliente,1,5000,5000,Fontibon,Presencial,No,Nequi,"18 kg cafe, 3 litros leche",48.66,Si,Manana,0.0,4.68,-74.15
148,2023-08-10,14:45,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Presencial,No,Tarjeta Credito,"11 kg cafe, 2 litros leche",53.36,Si,Tarde,0.5,4.702,-74.03
149,2024-08-23,10:15,Sandwich,Otros,3,7000,21000,Chapinero,Presencial,Si,Efectivo,"3 kg cafe, 4 litros leche",20.6,Si,Tarde,0.5,4.645,-74.057
150,2024-03-22,12:30,Latte,Bebida Caliente,1,6500,6500,Fontibon,Presencial,No,Tarjeta Credito,"9 kg cafe, 3 litros leche",38.34,Si,Manana,0.0,4.68,-74.15
151,2023-09-13,14:00,Capuchino,Bebida Caliente,1,6000,6000,Fontibon,Presencial,No,Efectivo,"8 kg cafe, 5 litros leche",45.53,Si,Noche,0.0,4.68,-74.15
152,2024-05-18,13:30,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,No,Tarjeta Credito,"1 kg cafe, 4 litros leche",32.09,Si,Noche,0.0,4.755,-74.09
153,2023-12-17,18:15,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,No,Nequi,"8 kg cafe, 6 litros leche",47.78,Si,Noche,0.0,4.755,-74.09
154,2025-01-26,08:00,Latte,Bebida Caliente,4,6500,26000,Usaquen,Online,No,Efectivo,"18 kg cafe, 9 litros leche",20.19,Si,Noche,0.0,4.702,-74.03
155,2023-12-23,12:15,Sandwich,Otros,2,7000,14000,Chapinero,Presencial,Si,Tarjeta Credito,"17 kg cafe, 1 litros leche",26.34,Si,Tarde,0.0,4.645,-74.057
156,2023-12-03,15:15,Capuchino,Bebida Caliente,2,6000,12000,Engativa,Online,No,Tarjeta Credito,"13 kg cafe, 1 litros leche",53.01,Si,Noche,0.0,4.7,-74.1
157,2023-04-26,13:30,Capuchino,Bebida Caliente,1,6000,6000,Fontibon,Presencial,No,Efectivo,"17 kg cafe, 10 litros leche",58.84,Si,Noche,0.0,4.68,-74.15
158,2025-03-28,14:30,Croissant,Panaderia,3,4000,12000,Usaquen,Presencial,Si,Tarjeta Credito,"13 kg cafe, 4 litros leche",31.65,Si,Manana,0.0,4.702,-74.03
159,2024-02-25,13:45,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Online,Si,Tarjeta Debito,"13 kg cafe, 9 litros leche",41.42,Si,Noche,0.0,4.702,-74.03
160,2024-11-03,07:00,Agua,Bebida Fria,1,3000,3000,Usaquen,Presencial,No,Tarjeta Debito,"3 kg cafe, 9 litros leche",43.81,Si,Tarde,0.0,4.702,-74.03
161,2024-11-12,18:15,Cafe Americano,Bebida Caliente,2,5000,10000,Fontibon,Presencial,Si,Tarjeta Debito,"15 kg cafe, 9 litros leche",36.6,Si,Tarde,0.0,4.68,-74.15
162,2025-03-15,06:00,Croissant,Panaderia,2,4000,8000,Chapinero,Presencial,No,Tarjeta Debito,"3 kg cafe, 6 litros leche",22.22,Si,Noche,0.0,4.645,-74.057
163,2023-05-26,19:15,Muffin,Panaderia,1,4200,4200,Usaquen,Online,No,Efectivo,"16 kg cafe, 6 litros leche",59.32,Si,Manana,0.0,4.702,-74.03
164,2025-05-20,16:45,Capuchino,Bebida Caliente,1,6000,6000,Engativa,Presencial,No,Efectivo,"2 kg cafe, 1 litros leche",35.63,Si,Noche,0.0,4.7,-74.1
165,2025-01-17,17:00,Muffin,Panaderia,4,4200,16800,Chapinero,Presencial,Si,Nequi,"18 kg cafe, 5 litros leche",38.35,Si,Noche,0.0,4.645,-74.057
166,2025-05-15,17:30,Latte,Bebida Caliente,3,6500,19500,Usaquen,Presencial,Si,Efectivo,"2 kg cafe, 4 litros leche",58.15,Si,Manana,2.0,4.702,-74.03
167,2024-08-20,14:45,Cafe Americano,Bebida Caliente,4,5000,20000,Fontibon,Presencial,No,Tarjeta Debito,"6 kg cafe, 3 litros leche",38.43,No,Noche,0.0,4.68,-74.15
168,2023-06-16,14:00,Te Chai,Bebida Caliente,4,5500,22000,Fontibon,Presencial,No,Tarjeta Debito,"20 kg cafe, 7 litros leche",27.55,No,Noche,0.0,4.68,-74.15
169,2023-09-29,11:30,Latte,Bebida Caliente,4,6500,26000,Engativa,Presencial,Si,Nequi,"19 kg cafe, 2 litros leche",43.44,Si,Noche,0.0,4.7,-74.1
170,2025-01-29,14:15,Muffin,Panaderia,3,4200,12600,Chapinero,Presencial,No,Nequi,"12 kg cafe, 9 litros leche",39.5,Si,Noche,0.0,4.645,-74.057
171,2023-03-06,19:30,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,Si,Nequi,"3 kg cafe, 7 litros leche",56.46,Si,Manana,0.0,4.645,-74.057
172,2023-03-30,18:00,Sandwich,Otros,4,7000,28000,Engativa,Presencial,No,Efectivo,"12 kg cafe, 2 litros leche",60.0,No,Manana,0.0,4.7,-74.1
173,2024-06-23,09:45,Te Chai,Bebida Caliente,2,5500,11000,Fontibon,Presencial,No,Tarjeta Debito,"17 kg cafe, 8 litros leche",26.76,Si,Noche,0.0,4.68,-74.15
174,2025-05-20,10:15,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,No,Tarjeta Debito,"1 kg cafe, 7 litros leche",58.29,Si,Manana,0.5,4.645,-74.057
175,2023-10-11,17:45,Latte,Bebida Caliente,1,6500,6500,Chapinero,Presencial,Si,Nequi,"7 kg cafe, 9 litros leche",58.38,Si,Noche,0.0,4.645,-74.057
176,2023-02-01,18:00,Cafe Americano,Bebida Caliente,3,5000,15000,Engativa,Presencial,Si,Tarjeta Credito,"6 kg cafe, 10 litros leche",48.17,Si,Manana,0.0,4.7,-74.1
177,2024-02-26,15:00,Latte,Bebida Caliente,3,6500,19500,Chapinero,Presencial,No,Tarjeta Debito,"6 kg cafe, 1 litros leche",26.36,No,Tarde,0.0,4.645,-74.057
178,2023-02-24,17:15,Cafe Americano,Bebida Caliente,3,5000,15000,Engativa,Online,No,Efectivo,"2 kg cafe, 4 litros leche",53.46,Si,Manana,1.0,4.7,-74.1
179,2025-03-09,18:30,Cafe Americano,Bebida Caliente,4,5000,20000,Chapinero,Presencial,No,Efectivo,"8 kg cafe, 7 litros leche",39.9,Si,Tarde,0.0,4.645,-74.057
180,2023-04-15,12:00,Cafe Americano,Bebida Caliente,1,5000,5000,Suba,Presencial,No,Efectivo,"16 kg cafe, 7 litros leche",49.89,Si,Manana,0.0,4.755,-74.09
181,2024-09-26,13:15,Latte,Bebida Caliente,3,6500,19500,Suba,Presencial,No,Efectivo,"11 kg cafe, 2 litros leche",38.36,Si,Manana,0.0,4.755,-74.09
182,2023-12-17,11:00,Latte,Bebida Caliente,3,6500,19500,Chapinero,Online,No,Tarjeta Debito,"4 kg cafe, 5 litros leche",53.63,Si,Manana,0.0,4.645,-74.057
183,2024-09-02,14:30,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,Si,Efectivo,"18 kg cafe, 9 litros leche",32.6,Si,Manana,0.0,4.645,-74.057
184,2024-01-09,12:15,Te Chai,Bebida Caliente,1,5500,5500,Engativa,Presencial,Si,Efectivo,"11 kg cafe, 9 litros leche",30.42,Si,Manana,0.5,4.7,-74.1
185,2025-04-28,16:15,Cafe Americano,Bebida Caliente,3,5000,15000,Fontibon,Presencial,Si,Efectivo,"18 kg cafe, 10 litros leche",32.48,No,Manana,2.0,4.68,-74.15
186,2023-04-09,16:30,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,No,Tarjeta Credito,"8 kg cafe, 10 litros leche",35.48,Si,Noche,0.0,4.645,-74.057
187,2025-02-20,06:15,Te Chai,Bebida Caliente,3,5500,16500,Usaquen,Online,Si,Efectivo,"1 kg cafe, 3 litros leche",44.33,Si,Manana,0.0,4.702,-74.03
188,2024-07-22,13:30,Latte,Bebida Caliente,3,6500,19500,Fontibon,Presencial,Si,Efectivo,"10 kg cafe, 8 litros leche",58.84,Si,Noche,0.0,4.68,-74.15
189,2025-01-02,08:30,Croissant,Panaderia,3,4000,12000,Engativa,Presencial,No,Efectivo,"6 kg cafe, 10 litros leche",42.02,Si,Noche,0.0,4.7,-74.1
190,2024-11-23,15:30,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Online,No,Tarjeta Debito,"19 kg cafe, 10 litros leche",29.45,No,Noche,0.0,4.755,-74.09
191,2024-03-31,17:00,Latte,Bebida Caliente,2,6500,13000,Fontibon,Online,No,Tarjeta Credito,"2 kg cafe, 5 litros leche",35.15,Si,Noche,0.0,4.68,-74.15
192,2023-10-09,11:30,Agua,Bebida Fria,1,3000,3000,Usaquen,Presencial,No,Tarjeta Debito,"8 kg cafe, 8 litros leche",56.3,No,Manana,0.0,4.702,-74.03
193,2023-02-24,13:00,Agua,Bebida Fria,3,3000,9000,Engativa,Presencial,No,Efectivo,"13 kg cafe, 9 litros leche",53.25,Si,Manana,0.0,4.7,-74.1
194,2025-02-06,06:45,Te Chai,Bebida Caliente,3,5500,16500,Suba,Presencial,Si,Efectivo,"15 kg cafe, 1 litros leche",31.52,Si,Noche,0.0,4.755,-74.09
195,2024-11-04,12:30,Latte,Bebida Caliente,1,6500,6500,Fontibon,Presencial,Si,Tarjeta Debito,"17 kg cafe, 3 litros leche",41.94,Si,Noche,0.0,4.68,-74.15
196,2024-02-26,10:15,Capuchino,Bebida Caliente,3,6000,18000,Suba,Presencial,No,Tarjeta Credito,"11 kg cafe, 10 litros leche",29.57,Si,Manana,0.0,4.755,-74.09
197,2023-03-16,15:45,Capuchino,Bebida Caliente,4,6000,24000,Fontibon,Online,No,Efectivo,"13 kg cafe, 1 litros leche",42.86,No,Tarde,0.0,4.68,-74.15
198,2024-02-03,16:30,Latte,Bebida Caliente,4,6500,26000,Fontibon,Presencial,Si,Tarjeta Credito,"20 kg cafe, 7 litros leche",36.27,Si,Manana,0.0,4.68,-74.15
199,2024-01-01,10:15,Latte,Bebida Caliente,3,6500,19500,Usaquen,Online,No,Tarjeta Debito,"17 kg cafe, 10 litros leche",25.37,Si,Noche,2.0,4.702,-74.03
200,2025-01-21,13:30,Te Chai,Bebida Caliente,4,5500,22000,Suba,Presencial,Si,Efectivo,"13 kg cafe, 4 litros leche",57.01,Si,Tarde,0.5,4.755,-74.09
201,2023-02-16,09:00,Latte,Bebida Caliente,2,6500,13000,Usaquen,Online,Si,Efectivo,"18 kg cafe, 1 litros leche",48.39,Si,Manana,0.0,4.702,-74.03
202,2023-02-27,15:15,Latte,Bebida Caliente,1,6500,6500,Engativa,Online,No,Nequi,"1 kg cafe, 4 litros leche",31.86,No,Tarde,0.0,4.7,-74.1
203,2023-06-03,17:45,Cafe Americano,Bebida Caliente,1,5000,5000,Suba,Presencial,No,Tarjeta Debito,"12 kg cafe, 1 litros leche",43.02,Si,Noche,0.0,4.755,-74.09
204,2023-08-27,09:30,Capuchino,Bebida Caliente,3,6000,18000,Usaquen,Presencial,No,Nequi,"5 kg cafe, 6 litros leche",47.97,Si,Noche,0.0,4.702,-74.03
205,2023-04-28,06:45,Latte,Bebida Caliente,3,6500,19500,Fontibon,Presencial,No,Efectivo,"10 kg cafe, 4 litros leche",20.19,Si,Noche,0.0,4.68,-74.15
206,2025-03-26,06:45,Latte,Bebida Caliente,3,6500,19500,Usaquen,Presencial,No,Tarjeta Debito,"10 kg cafe, 6 litros leche",36.97,Si,Tarde,0.0,4.702,-74.03
207,2025-04-24,10:45,Muffin,Panaderia,2,4200,8400,Chapinero,Presencial,No,Efectivo,"6 kg cafe, 6 litros leche",30.67,Si,Noche,1.0,4.645,-74.057
208,2024-06-14,15:15,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,No,Tarjeta Credito,"12 kg cafe, 4 litros leche",41.27,Si,Tarde,0.0,4.645,-74.057
209,2023-01-08,12:15,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,No,Tarjeta Debito,"19 kg cafe, 7 litros leche",26.24,Si,Tarde,0.0,4.645,-74.057
210,2024-09-27,07:00,Cafe Americano,Bebida Caliente,1,5000,5000,Usaquen,Online,Si,Tarjeta Credito,"7 kg cafe, 8 litros leche",53.06,Si,Noche,0.5,4.702,-74.03
211,2023-11-09,07:30,Croissant,Panaderia,1,4000,4000,Chapinero,Online,Si,Efectivo,"7 kg cafe, 10 litros leche",49.86,Si,Manana,0.0,4.645,-74.057
212,2024-03-14,18:00,Sandwich,Otros,1,7000,7000,Chapinero,Presencial,No,Nequi,"2 kg cafe, 3 litros leche",39.65,Si,Noche,0.0,4.645,-74.057
213,2023-10-15,09:00,Muffin,Panaderia,3,4200,12600,Chapinero,Presencial,No,Tarjeta Debito,"16 kg cafe, 9 litros leche",48.49,Si,Manana,0.0,4.645,-74.057
214,2024-10-27,18:45,Te Chai,Bebida Caliente,1,5500,5500,Usaquen,Presencial,No,Tarjeta Debito,"9 kg cafe, 7 litros leche",28.26,Si,Noche,0.0,4.702,-74.03
215,2023-01-09,11:00,Te Chai,Bebida Caliente,1,5500,5500,Usaquen,Presencial,No,Tarjeta Credito,"13 kg cafe, 3 litros leche",46.89,Si,Noche,0.0,4.702,-74.03
216,2023-04-16,17:00,Sandwich,Otros,2,7000,14000,Usaquen,Presencial,Si,Efectivo,"19 kg cafe, 9 litros leche",23.14,Si,Noche,0.0,4.702,-74.03
217,2024-12-14,07:00,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,No,Tarjeta Debito,"4 kg cafe, 6 litros leche",33.82,Si,Noche,0.0,4.702,-74.03
218,2024-07-15,18:15,Sandwich,Otros,1,7000,7000,Suba,Presencial,No,Nequi,"3 kg cafe, 3 litros leche",28.33,Si,Manana,2.0,4.755,-74.09
219,2023-10-09,13:30,Agua,Bebida Fria,1,3000,3000,Suba,Presencial,Si,Tarjeta Credito,"17 kg cafe, 6 litros leche",24.59,No,Noche,0.0,4.755,-74.09
220,2024-05-08,10:45,Te Chai,Bebida Caliente,3,5500,16500,Usaquen,Presencial,No,Efectivo,"19 kg cafe, 10 litros leche",49.65,Si,Noche,0.0,4.702,-74.03
221,2025-03-31,13:00,Te Chai,Bebida Caliente,1,5500,5500,Usaquen,Presencial,Si,Tarjeta Credito,"10 kg cafe, 8 litros leche",33.95,Si,Noche,0.0,4.702,-74.03
222,2025-01-29,15:30,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,No,Nequi,"19 kg cafe, 1 litros leche",46.02,No,Tarde,0.5,4.702,-74.03
223,2023-06-28,19:00,Cafe Americano,Bebida Caliente,4,5000,20000,Fontibon,Presencial,Si,Tarjeta Debito,"13 kg cafe, 4 litros leche",28.8,Si,Noche,0.0,4.68,-74.15
224,2023-12-06,18:15,Latte,Bebida Caliente,4,6500,26000,Suba,Presencial,No,Nequi,"6 kg cafe, 4 litros leche",22.89,Si,Manana,0.0,4.755,-74.09
225,2025-02-11,16:45,Muffin,Panaderia,1,4200,4200,Engativa,Presencial,Si,Tarjeta Credito,"4 kg cafe, 5 litros leche",36.72,Si,Noche,0.0,4.7,-74.1
226,2023-04-04,09:00,Latte,Bebida Caliente,3,6500,19500,Suba,Online,No,Efectivo,"4 kg cafe, 7 litros leche",54.84,Si,Noche,0.0,4.755,-74.09
227,2024-06-26,06:00,Muffin,Panaderia,1,4200,4200,Suba,Presencial,No,Tarjeta Debito,"18 kg cafe, 2 litros leche",23.86,Si,Manana,0.0,4.755,-74.09
228,2023-09-22,20:45,Cafe Americano,Bebida Caliente,4,5000,20000,Chapinero,Presencial,No,Tarjeta Debito,"7 kg cafe, 5 litros leche",46.34,Si,Manana,0.0,4.645,-74.057
229,2023-07-02,14:30,Sandwich,Otros,1,7000,7000,Suba,Online,No,Efectivo,"2 kg cafe, 6 litros leche",46.42,Si,Noche,1.0,4.755,-74.09
230,2024-07-16,18:00,Te Chai,Bebida Caliente,3,5500,16500,Fontibon,Presencial,No,Tarjeta Credito,"12 kg cafe, 7 litros leche",48.24,Si,Manana,1.0,4.68,-74.15
231,2023-05-01,16:45,Latte,Bebida Caliente,4,6500,26000,Suba,Presencial,No,Nequi,"14 kg cafe, 8 litros leche",47.89,Si,Manana,0.5,4.755,-74.09
232,2024-08-04,09:15,Te Chai,Bebida Caliente,4,5500,22000,Engativa,Presencial,Si,Efectivo,"11 kg cafe, 9 litros leche",28.83,Si,Tarde,0.5,4.7,-74.1
233,2025-05-16,08:00,Muffin,Panaderia,3,4200,12600,Usaquen,Online,No,Efectivo,"8 kg cafe, 3 litros leche",38.43,Si,Noche,0.0,4.702,-74.03
234,2025-02-23,14:30,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,No,Tarjeta Credito,"14 kg cafe, 4 litros leche",24.72,Si,Noche,0.0,4.645,-74.057
235,2024-08-13,16:30,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,No,Nequi,"19 kg cafe, 1 litros leche",58.4,Si,Manana,0.0,4.755,-74.09
236,2023-12-12,20:00,Latte,Bebida Caliente,3,6500,19500,Fontibon,Online,Si,Efectivo,"16 kg cafe, 10 litros leche",32.25,Si,Noche,0.0,4.68,-74.15
237,2023-02-06,15:45,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Presencial,No,Efectivo,"11 kg cafe, 8 litros leche",33.52,Si,Manana,0.5,4.7,-74.1
238,2024-11-15,20:00,Latte,Bebida Caliente,3,6500,19500,Usaquen,Presencial,No,Tarjeta Credito,"8 kg cafe, 8 litros leche",59.58,Si,Manana,0.0,4.702,-74.03
239,2024-12-16,13:45,Agua,Bebida Fria,1,3000,3000,Chapinero,Presencial,No,Tarjeta Credito,"3 kg cafe, 10 litros leche",56.84,Si,Tarde,0.0,4.645,-74.057
240,2024-02-24,16:00,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,Si,Efectivo,"13 kg cafe, 8 litros leche",49.57,Si,Noche,0.5,4.645,-74.057
241,2025-05-25,12:30,Latte,Bebida Caliente,2,6500,13000,Fontibon,Presencial,No,Efectivo,"3 kg cafe, 10 litros leche",40.97,Si,Manana,1.0,4.68,-74.15
242,2024-01-15,20:00,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,No,Nequi,"19 kg cafe, 1 litros leche",47.64,Si,Manana,0.0,4.702,-74.03
243,2023-06-19,07:00,Capuchino,Bebida Caliente,2,6000,12000,Suba,Presencial,Si,Tarjeta Credito,"3 kg cafe, 4 litros leche",22.72,Si,Noche,0.0,4.755,-74.09
244,2024-02-10,08:45,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,No,Tarjeta Credito,"12 kg cafe, 10 litros leche",30.73,Si,Tarde,0.0,4.645,-74.057
245,2023-05-10,15:45,Te Chai,Bebida Caliente,3,5500,16500,Chapinero,Presencial,Si,Nequi,"6 kg cafe, 5 litros leche",53.84,Si,Tarde,0.0,4.645,-74.057
246,2025-02-25,13:45,Muffin,Panaderia,3,4200,12600,Chapinero,Online,No,Tarjeta Debito,"6 kg cafe, 6 litros leche",34.12,Si,Tarde,0.0,4.645,-74.057
247,2023-03-09,19:45,Muffin,Panaderia,1,4200,4200,Engativa,Presencial,Si,Efectivo,"3 kg cafe, 4 litros leche",31.0,Si,Manana,0.0,4.7,-74.1
248,2023-08-24,16:45,Latte,Bebida Caliente,2,6500,13000,Fontibon,Presencial,No,Nequi,"15 kg cafe, 3 litros leche",42.16,Si,Manana,0.0,4.68,-74.15
249,2024-05-09,18:45,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Online,Si,Nequi,"10 kg cafe, 1 litros leche",34.34,Si,Manana,0.0,4.645,-74.057
250,2025-03-16,10:30,Croissant,Panaderia,3,4000,12000,Usaquen,Online,Si,Nequi,"17 kg cafe, 4 litros leche",54.81,Si,Noche,0.0,4.702,-74.03
251,2024-01-06,13:30,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Online,Si,Nequi,"8 kg cafe, 3 litros leche",53.92,Si,Noche,0.0,4.645,-74.057
252,2023-12-09,19:00,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,No,Tarjeta Debito,"13 kg cafe, 5 litros leche",54.05,No,Noche,0.5,4.645,-74.057
253,2025-01-29,18:15,Capuchino,Bebida Caliente,3,6000,18000,Usaquen,Presencial,No,Nequi,"20 kg cafe, 2 litros leche",31.28,No,Noche,0.0,4.702,-74.03
254,2025-03-07,12:30,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,Si,Efectivo,"14 kg cafe, 10 litros leche",28.6,Si,Tarde,0.0,4.645,-74.057
255,2023-01-28,14:15,Latte,Bebida Caliente,3,6500,19500,Engativa,Presencial,Si,Tarjeta Credito,"10 kg cafe, 1 litros leche",47.39,Si,Manana,0.5,4.7,-74.1
256,2023-04-09,16:00,Cafe Americano,Bebida Caliente,3,5000,15000,Engativa,Presencial,Si,Efectivo,"3 kg cafe, 3 litros leche",57.24,Si,Tarde,0.0,4.7,-74.1
257,2023-02-10,10:30,Te Chai,Bebida Caliente,1,5500,5500,Suba,Online,No,Efectivo,"6 kg cafe, 9 litros leche",41.98,Si,Noche,0.0,4.755,-74.09
258,2023-09-17,13:30,Muffin,Panaderia,3,4200,12600,Usaquen,Presencial,Si,Tarjeta Debito,"6 kg cafe, 2 litros leche",34.13,Si,Manana,0.0,4.702,-74.03
259,2023-08-14,13:30,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,No,Tarjeta Credito,"2 kg cafe, 9 litros leche",26.92,Si,Noche,0.0,4.702,-74.03
260,2023-01-25,19:45,Agua,Bebida Fria,2,3000,6000,Engativa,Presencial,No,Nequi,"1 kg cafe, 1 litros leche",37.71,Si,Noche,0.0,4.7,-74.1
261,2024-03-14,11:45,Croissant,Panaderia,4,4000,16000,Chapinero,Presencial,Si,Tarjeta Debito,"18 kg cafe, 4 litros leche",50.39,Si,Tarde,0.0,4.645,-74.057
262,2024-05-07,12:15,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,Si,Tarjeta Debito,"19 kg cafe, 7 litros leche",23.5,Si,Manana,1.0,4.702,-74.03
263,2024-01-22,14:30,Capuchino,Bebida Caliente,1,6000,6000,Engativa,Presencial,No,Tarjeta Debito,"9 kg cafe, 2 litros leche",28.36,Si,Noche,0.0,4.7,-74.1
264,2023-01-08,18:15,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Online,No,Efectivo,"6 kg cafe, 6 litros leche",42.32,Si,Tarde,0.0,4.645,-74.057
265,2024-06-24,18:15,Agua,Bebida Fria,3,3000,9000,Fontibon,Online,Si,Tarjeta Debito,"8 kg cafe, 4 litros leche",23.68,Si,Noche,0.0,4.68,-74.15
266,2024-10-26,20:45,Latte,Bebida Caliente,1,6500,6500,Suba,Presencial,No,Tarjeta Credito,"11 kg cafe, 2 litros leche",59.15,Si,Tarde,0.0,4.755,-74.09
267,2024-06-04,07:30,Latte,Bebida Caliente,3,6500,19500,Usaquen,Presencial,No,Tarjeta Credito,"14 kg cafe, 2 litros leche",55.95,Si,Tarde,0.0,4.702,-74.03
268,2023-08-26,14:15,Latte,Bebida Caliente,1,6500,6500,Engativa,Presencial,Si,Efectivo,"2 kg cafe, 7 litros leche",37.56,Si,Tarde,0.0,4.7,-74.1
269,2025-04-04,06:45,Capuchino,Bebida Caliente,3,6000,18000,Fontibon,Presencial,No,Tarjeta Debito,"3 kg cafe, 1 litros leche",46.52,Si,Noche,0.0,4.68,-74.15
270,2025-01-23,20:15,Cafe Americano,Bebida Caliente,2,5000,10000,Engativa,Presencial,No,Efectivo,"4 kg cafe, 9 litros leche",48.81,Si,Noche,0.0,4.7,-74.1
271,2025-04-25,12:00,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,No,Nequi,"4 kg cafe, 3 litros leche",26.2,No,Noche,0.0,4.702,-74.03
272,2025-01-19,10:00,Capuchino,Bebida Caliente,4,6000,24000,Suba,Online,No,Nequi,"15 kg cafe, 1 litros leche",40.2,Si,Tarde,0.0,4.755,-74.09
273,2025-02-23,10:00,Latte,Bebida Caliente,4,6500,26000,Fontibon,Presencial,Si,Tarjeta Credito,"12 kg cafe, 1 litros leche",47.44,Si,Manana,0.0,4.68,-74.15
274,2024-10-11,06:45,Latte,Bebida Caliente,4,6500,26000,Suba,Presencial,Si,Tarjeta Debito,"11 kg cafe, 10 litros leche",24.82,Si,Noche,0.5,4.755,-74.09
275,2025-03-19,16:00,Te Chai,Bebida Caliente,1,5500,5500,Engativa,Presencial,No,Tarjeta Debito,"1 kg cafe, 9 litros leche",44.58,Si,Noche,0.0,4.7,-74.1
276,2023-03-12,14:45,Latte,Bebida Caliente,1,6500,6500,Chapinero,Presencial,Si,Tarjeta Debito,"16 kg cafe, 8 litros leche",41.04,Si,Manana,0.5,4.645,-74.057
277,2023-08-12,10:30,Latte,Bebida Caliente,2,6500,13000,Usaquen,Online,No,Nequi,"18 kg cafe, 1 litros leche",34.13,Si,Noche,0.0,4.702,-74.03
278,2023-08-15,10:30,Capuchino,Bebida Caliente,2,6000,12000,Fontibon,Presencial,Si,Efectivo,"20 kg cafe, 8 litros leche",31.95,Si,Tarde,0.0,4.68,-74.15
279,2024-10-23,20:15,Sandwich,Otros,4,7000,28000,Engativa,Presencial,No,Tarjeta Credito,"10 kg cafe, 5 litros leche",53.19,Si,Tarde,0.0,4.7,-74.1
280,2024-12-31,07:30,Capuchino,Bebida Caliente,4,6000,24000,Suba,Presencial,No,Efectivo,"6 kg cafe, 1 litros leche",33.22,No,Manana,1.0,4.755,-74.09
281,2024-11-24,15:45,Agua,Bebida Fria,1,3000,3000,Usaquen,Online,Si,Nequi,"15 kg cafe, 8 litros leche",57.78,Si,Tarde,0.0,4.702,-74.03
282,2023-02-10,08:00,Muffin,Panaderia,1,4200,4200,Usaquen,Presencial,No,Tarjeta Credito,"7 kg cafe, 5 litros leche",57.6,Si,Tarde,0.0,4.702,-74.03
283,2024-08-06,15:30,Agua,Bebida Fria,1,3000,3000,Chapinero,Online,No,Tarjeta Credito,"10 kg cafe, 8 litros leche",31.48,Si,Tarde,0.0,4.645,-74.057
284,2024-11-23,20:45,Te Chai,Bebida Caliente,3,5500,16500,Usaquen,Presencial,Si,Efectivo,"1 kg cafe, 7 litros leche",27.77,Si,Manana,0.0,4.702,-74.03
285,2023-04-12,17:00,Te Chai,Bebida Caliente,3,5500,16500,Engativa,Presencial,Si,Tarjeta Credito,"15 kg cafe, 2 litros leche",22.6,Si,Tarde,0.0,4.7,-74.1
286,2024-09-25,20:00,Latte,Bebida Caliente,3,6500,19500,Usaquen,Presencial,No,Efectivo,"14 kg cafe, 5 litros leche",55.47,Si,Noche,0.0,4.702,-74.03
287,2025-05-15,17:30,Cafe Americano,Bebida Caliente,2,5000,10000,Chapinero,Online,No,Tarjeta Credito,"6 kg cafe, 1 litros leche",44.72,Si,Manana,0.0,4.645,-74.057
